FileName,Genre,W,H,# frames,FPS,Length (s),,BB available?,Portrait?,,Train 1?,Test 1?,,Train 2?,Test 2?,,Train 3?,Test 3?,
5631___d39cd2f2e33b4ee481b2fd9304cb1d61.mp4,cheerleading,270,480,528,30,17.60,,0,1,,0,1,,1,0,,0,1,
5678___f497f627e3e14cd2bfa367e74b7ddce8.mp4,cheerleading,480,272,243,30,8.10,,1,0,,0,1,,1,0,,1,0,
5681___eae847cccd4a4306aec585eca37de989.mp4,cheerleading,270,480,232,30,7.73,,1,1,,1,0,,1,0,,1,0,
5864___ff8bbe5ce76a49cdae0a8daec5e940bd.mp4,cheerleading,270,480,498,30,16.60,,0,1,,1,0,,1,0,,1,0,
6109___aa87c1f3fd5b4a31a15aefffe465cfd8.mp4,cheerleading,360,480,202,30,6.73,,0,1,,1,0,,1,0,,0,1,
6120___3db178f81d1b44f19a114538a645591b.mp4,cheerleading,270,480,130,30,4.33,,1,1,,1,0,,1,0,,1,0,
6142___6c4dc624fd814672b1dbcccd1190d266.mp4,cheerleading,270,480,840,30,28.00,,0,1,,1,0,,1,0,,0,1,
6389___da8d2028d95d4349919d2c91891e7375.mp4,cheerleading,480,270,657,30,21.90,,0,0,,1,0,,0,1,,1,0,
6522___a1e1325445114df2a4ee54aaa105b20f.mp4,cheerleading,270,480,507,30,16.90,,0,1,,0,1,,1,0,,1,0,
6537___0b88550b960f439484be387e49e67737.mp4,cheerleading,270,480,676,30,22.53,,0,1,,1,0,,0,1,,1,0,
6549___9e42539c5c2d4f74820708e4ba92f0c6.mp4,cheerleading,270,480,345,30,11.50,,0,1,,1,0,,1,0,,1,0,
663___df1fdcecc81f4fc9b48f031a675f4e11.mp4,cheerleading,270,480,391,30,13.03,,0,1,,1,0,,1,0,,1,0,
6883___40cf230a1ca64a1fa636b6d2fed9f1fb.mp4,cheerleading,270,480,447,30,14.90,,0,1,,1,0,,1,0,,1,0,
7078___eec97d72f2eb4134b45c5bc09f293a58.mp4,cheerleading,270,480,229,30,7.63,,0,1,,1,0,,1,0,,1,0,
7751___4868487f047142dfa4bda9b6faf79edd.mp4,cheerleading,270,480,495,30,16.50,,0,1,,1,0,,1,0,,1,0,
7765___f66eed86bba84d858420d5097dbd2fdd.mp4,cheerleading,270,480,455,30,15.17,,0,1,,0,1,,1,0,,1,0,
7889___d44172ea9b1d4ac3887e5a13a28d5756.mp4,cheerleading,360,480,136,30,4.53,,1,1,,1,0,,1,0,,0,1,
7934___54ee34baf8d64170908e380ff6dc7d10.mp4,cheerleading,360,480,111,30,3.70,,1,1,,1,0,,1,0,,0,1,
8498___8bb5ec4e18e84bfc963ba88e2032dadb.mp4,cheerleading,270,480,86,30,2.87,,1,1,,0,1,,1,0,,1,0,
8588___e21015f3d0bd4f2badfaf1e294954df3.mp4,cheerleading,270,480,778,30,25.93,,0,1,,1,0,,0,1,,0,1,
8729___cbb241848ada459cb920fdb559aed919.mp4,cheerleading,270,480,489,30,16.30,,0,1,,0,1,,0,1,,1,0,
8776___a5320e3eea9d4989bab81fe206676dde.mp4,cheerleading,360,480,185,30,6.17,,0,1,,1,0,,1,0,,0,1,
8791___a13d9862d9cd4cdaa939dd1cee059c68.mp4,cheerleading,480,270,589,30,19.63,,0,0,,0,1,,1,0,,0,1,
8897___98199c016f0749f8bdaa2c51394d2401.mp4,cheerleading,480,270,531,30,17.70,,0,0,,1,0,,1,0,,1,0,
9025___472ed1fc0aaf4008b17433cae8a98c62.mp4,cheerleading,270,480,429,30,14.30,,0,1,,1,0,,1,0,,0,1,
9069___35683bde0fba4b3db97b062456e1879c.mp4,cheerleading,480,270,195,30,6.50,,1,0,,1,0,,0,1,,1,0,
9302___92b54ac224194c798470a02c3bf14ee2.mp4,cheerleading,270,480,305,30,10.17,,0,1,,1,0,,1,0,,1,0,
9425___bc8821c5577f462caaf5901b28c62016.mp4,cheerleading,270,480,520,30,17.33,,0,1,,1,0,,1,0,,1,0,
9807___3c1759fd4c194436a38398d65b088af2.mp4,cheerleading,480,270,385,30,12.83,,0,0,,1,0,,1,0,,1,0,
9808___92807c57d02c4beea6a9dd09fcf17705.mp4,cheerleading,270,480,258,30,8.60,,0,1,,0,1,,1,0,,0,1,
10003___4ec4432f12ea4943823e14d10a87834b.mp4,discusthrow,270,480,127,30,4.23,,1,1,,1,0,,1,0,,1,0,
10049___aded3db3ba4348ec9b9e9274e50e8f2b.mp4,discusthrow,480,270,164,30,5.47,,1,0,,1,0,,1,0,,1,0,
10106___5fbf972d7005493fba922b9a2d8f9ccd.mp4,discusthrow,480,270,247,30,8.23,,0,0,,1,0,,1,0,,0,1,
10245___65b8032d6b8847fe8c38195703b7f8cf.mp4,discusthrow,270,480,167,30,5.57,,1,1,,0,1,,1,0,,1,0,
10269___ce30a7f1918c4e9cbfc8e8975380e519.mp4,discusthrow,480,270,172,30,5.73,,0,0,,1,0,,1,0,,0,1,
10289___7bbab7cc716e4d208708fd47706d1be6.mp4,discusthrow,270,480,192,30,6.40,,1,1,,1,0,,1,0,,1,0,
10328___e3dd02883de74fd68a6a090ecf0f92c1.mp4,discusthrow,270,480,174,30,5.80,,1,1,,1,0,,1,0,,1,0,
10384___c4c5df311eb945769ae8799d486d4fa5.mp4,discusthrow,360,480,123,30,4.10,,0,1,,1,0,,1,0,,1,0,
10494___26cee5a547fb4bf3afe336a96d6ebba5.mp4,discusthrow,480,270,626,30,20.87,,0,0,,0,1,,0,1,,1,0,
10507___10f21833764a461cb06c3d1759538eec.mp4,discusthrow,270,480,366,30,12.20,,1,1,,1,0,,1,0,,1,0,
10536___7c381819bd494478a096d88569847a50.mp4,discusthrow,480,270,626,30,20.87,,0,0,,0,1,,1,0,,0,1,
10579___56c94ef51a8944dcaf80d996cd326141.mp4,discusthrow,480,270,424,30,14.13,,1,0,,1,0,,1,0,,1,0,
10633___87141abc082d4352969ac8d36f263caf.mp4,discusthrow,270,480,213,30,7.10,,0,1,,1,0,,1,0,,0,1,
10731___089aebe412f24083b872dff881308795.mp4,discusthrow,270,480,265,30,8.83,,0,1,,1,0,,1,0,,1,0,
10790___15ea8f3f209a486297bf1d4699fd4d3e.mp4,discusthrow,480,270,227,30,7.57,,0,0,,1,0,,1,0,,1,0,
1079___8f4b8baec1e84c028471bed3ab1112e7.mp4,discusthrow,480,270,353,30,11.77,,0,0,,1,0,,0,1,,0,1,
10801___9b8dad92cb9f4c4598177d320770c1d0.mp4,discusthrow,270,480,407,30,13.57,,1,1,,1,0,,1,0,,1,0,
10863___767d8ec1b2c544758bd42b79fce6b2ce.mp4,discusthrow,360,480,448,30,14.93,,1,1,,1,0,,1,0,,1,0,
1089___7368e32fcf154c478bdd46d048d73db1.mp4,discusthrow,270,480,296,30,9.87,,0,1,,0,1,,1,0,,1,0,
10969___60cf92518edd4486b32c5a0714af2fc3.mp4,discusthrow,480,270,90,30,3.00,,1,0,,1,0,,1,0,,1,0,
10997___d76e04325d4e4a618296d20e470dcde6.mp4,discusthrow,480,360,201,30,6.70,,1,0,,1,0,,1,0,,0,1,
11168___2ea811edaab1457e9e526757191f2c5c.mp4,discusthrow,480,270,522,30,17.40,,0,0,,1,0,,0,1,,0,1,
11218___de6efe82dab6431485084a900cd3fbdc.mp4,discusthrow,270,480,163,30,5.43,,1,1,,0,1,,1,0,,0,1,
11544___198d762495ba4badb9a16d92d667da7a.mp4,discusthrow,480,270,537,30,17.90,,0,0,,1,0,,1,0,,1,0,
1188___28d7d0fb7840459b900cf8e498e2b60e.mp4,discusthrow,480,360,95,30,3.17,,1,0,,1,0,,1,0,,1,0,
1281___3f10157242e64035b88dd416191d3e97.mp4,discusthrow,480,270,452,30,15.07,,1,0,,0,1,,1,0,,1,0,
1288___2070069b20644d09a7666a2619edd385.mp4,discusthrow,480,270,264,30,8.80,,0,0,,1,0,,1,0,,1,0,
1331___774f8a2fc7df41c0b8e57906df2720f9.mp4,discusthrow,480,270,579,30,19.30,,0,0,,1,0,,1,0,,1,0,
1419___2d2656fdcede44aaa84e02c8705c4d8b.mp4,discusthrow,480,270,137,30,4.57,,1,0,,1,0,,1,0,,0,1,
1516___6bb1f31b2e4c4fe1824d2eb9481bbaec.mp4,discusthrow,480,270,805,30,26.83,,0,0,,1,0,,0,1,,1,0,
1520___7af64b9c30f64e2493139dcaa4557574.mp4,discusthrow,270,480,477,30,15.90,,1,1,,0,1,,1,0,,1,0,
1534___ab46b21bcf504630a2baf993d18762ed.mp4,discusthrow,270,480,246,30,8.20,,0,1,,1,0,,1,0,,0,1,
1569___dfe60c05c8be4c04a100316cb8e43f32.mp4,discusthrow,270,480,666,30,22.20,,0,1,,0,1,,1,0,,1,0,
1678___ec04dc7457cb4c0191dac81d07c5f736.mp4,discusthrow,270,480,322,30,10.73,,0,1,,0,1,,1,0,,1,0,
1822___d9134c6c91314631b09c5c7c61097ea4.mp4,discusthrow,360,480,168,30,5.60,,1,1,,1,0,,1,0,,1,0,
2002___d420c17598064bc2b7b05e85ff55651f.mp4,discusthrow,270,480,320,30,10.67,,0,1,,1,0,,1,0,,1,0,
2007___7a82c44b06a44178873f6c82ed9da49f.mp4,discusthrow,480,360,153,30,5.10,,0,0,,0,1,,0,1,,1,0,
20370___7afc4bb50d8743c38683649e18c699ae.mp4,discusthrow,360,480,279,30,9.30,,0,1,,1,0,,1,0,,0,1,
2207___fd077959393d4e539f467886c7295a04.mp4,discusthrow,480,270,199,30,6.63,,0,0,,1,0,,0,1,,1,0,
23536___839cba4bf8114b67a18ca3388fd44c40.mp4,discusthrow,360,480,212,30,7.07,,0,1,,1,0,,0,1,,0,1,
2403___902f8aba8d21470fa718c55944351ca7.mp4,discusthrow,480,360,543,30,18.10,,0,0,,0,1,,1,0,,1,0,
24181___77dc9c05bba6431db505b25d541f7853.mp4,discusthrow,270,480,279,30,9.30,,0,1,,1,0,,1,0,,0,1,
24522___501a0554b4794b5d9f6800062fedd252.mp4,discusthrow,270,480,375,30,12.50,,1,1,,1,0,,1,0,,1,0,
2477___651351a9161e45ad86092a23e84c1e4c.mp4,discusthrow,270,480,262,30,8.73,,0,1,,0,1,,1,0,,1,0,
24903___7542b8760e30449d8029a3696c56637c.mp4,discusthrow,480,270,1372,30,45.73,,0,0,,1,0,,1,0,,1,0,
2518___9a52b849a31b4cdda6213421008292dc.mp4,discusthrow,270,480,251,30,8.37,,0,1,,1,0,,1,0,,1,0,
25534___928570176ef34d129a87c78627e67797.mp4,discusthrow,360,480,255,30,8.50,,0,1,,1,0,,1,0,,1,0,
25628___39d16e0356ee4a90807b975a1d53dd20.mp4,discusthrow,480,270,189,30,6.30,,1,0,,1,0,,0,1,,0,1,
2572___d7ea89e5eb434d07bebf8baefe98f71f.mp4,discusthrow,480,270,441,30,14.70,,1,0,,1,0,,1,0,,0,1,
26172___e4b59ce2bfe9479d83b540539322f785.mp4,discusthrow,480,270,125,30,4.17,,1,0,,1,0,,1,0,,1,0,
26662___fb5ed82495c04ff8a60c107a7a4b3a08.mp4,discusthrow,270,480,311,30,10.37,,0,1,,1,0,,1,0,,1,0,
26755___8ac19678c66f45969db2efd79019d610.mp4,discusthrow,270,480,290,30,9.67,,0,1,,1,0,,1,0,,1,0,
27069___b2eaea45520b40b1bb4950218ea91992.mp4,discusthrow,270,480,500,30,16.67,,0,1,,1,0,,1,0,,1,0,
27373___e7ddfab6ad9845f19cf78afd572eb87f.mp4,discusthrow,480,270,477,30,15.90,,0,0,,1,0,,1,0,,1,0,
2767___e0fee240d07744cc94635a73b993b0c4.mp4,discusthrow,480,270,150,30,5.00,,1,0,,0,1,,0,1,,1,0,
2891___3bd958c71cb5415cbb4d77ba0b0dc77b.mp4,discusthrow,270,480,235,30,7.83,,0,1,,1,0,,1,0,,1,0,
2946___08e83a23dacc44dd9bf2baad7a5808a5.mp4,discusthrow,480,270,276,30,9.20,,0,0,,1,0,,1,0,,0,1,
30591___c5cb0b43c19c49ddb71709b1d1068b93.mp4,discusthrow,480,270,248,30,8.27,,0,0,,1,0,,0,1,,0,1,
30716___50269a24aec34dde8694db8d91d354fa.mp4,discusthrow,480,270,48,30,1.60,,0,0,,0,1,,1,0,,1,0,
30889___cd4da1275ad6413b994ef5075dbb270f.mp4,discusthrow,270,480,219,30,7.30,,0,1,,0,1,,1,0,,1,0,
3230___bbd0cafcd86b40459967f372e18cf358.mp4,discusthrow,270,480,152,30,5.07,,1,1,,0,1,,1,0,,0,1,
3302___11a7073d52f74249b89c1780ad47fa14.mp4,discusthrow,480,270,172,30,5.73,,1,0,,0,1,,0,1,,1,0,
3501___5aea598c938346e88f046314fcd9b1b3.mp4,discusthrow,480,270,164,30,5.47,,1,0,,1,0,,1,0,,1,0,
3512___d9efb963262449a1965550bb533941ca.mp4,discusthrow,480,270,1185,30,39.50,,0,0,,0,1,,0,1,,1,0,
353___33dbb6606d2c49e39e9c412c476c0a41.mp4,discusthrow,270,480,295,30,9.83,,0,1,,1,0,,0,1,,1,0,
3685___1c4312d82c0146ff85efa084f3f4e16a.mp4,discusthrow,480,270,120,30,4.00,,1,0,,1,0,,1,0,,1,0,
3773___233d14da73f04739ac5b7d9522107960.mp4,discusthrow,480,270,251,30,8.37,,0,0,,1,0,,0,1,,1,0,
3962___f7b05a12235943caabdc3770bfa0d769.mp4,discusthrow,270,480,209,30,6.97,,0,1,,1,0,,0,1,,1,0,
4445___fadddfed560547fc940d60faae00f00a.mp4,discusthrow,270,480,172,30,5.73,,1,1,,1,0,,1,0,,1,0,
4766___145d4809d5f74053a4d9d597d1a5eb6d.mp4,discusthrow,270,480,207,30,6.90,,0,1,,1,0,,1,0,,1,0,
5019___b034f65048e54e3ca356da058d77fe7f.mp4,discusthrow,480,270,154,30,5.13,,1,0,,0,1,,0,1,,1,0,
5178___a1a318c73712406793ac2254d062b525.mp4,discusthrow,480,360,292,30,9.73,,0,0,,1,0,,1,0,,1,0,
5184___7afa13b691a84841b32fd83fd644ab7d.mp4,discusthrow,480,270,189,30,6.30,,1,0,,1,0,,1,0,,1,0,
5241___5f9b3a37abad455db56e99f436ab3fff.mp4,discusthrow,480,360,832,30,27.73,,0,0,,1,0,,1,0,,1,0,
5327___38061dcd45c94f61b0c71c1b5f5f1ce7.mp4,discusthrow,480,270,212,30,7.07,,0,0,,1,0,,0,1,,1,0,
5669___fa3073ec972a4954bde9d21be4ed1d47.mp4,discusthrow,480,270,299,30,9.97,,0,0,,1,0,,0,1,,1,0,
5775___cb138f075dea4530890a056495b6eef1.mp4,discusthrow,270,480,216,30,7.20,,0,1,,1,0,,0,1,,1,0,
5863___f736350bf97f45288fa247326cf36c2c.mp4,discusthrow,270,480,137,30,4.57,,1,1,,0,1,,1,0,,1,0,
5868___8ff111171e8e4231a3331ff0d3840114.mp4,discusthrow,270,480,135,30,4.50,,1,1,,1,0,,1,0,,0,1,
5876___4131f8e223ef4154ac85fd710a2aced8.mp4,discusthrow,270,480,168,30,5.60,,1,1,,0,1,,0,1,,0,1,
6210___177b3d5a952445139fbc6c15abea158b.mp4,discusthrow,480,270,211,30,7.03,,0,0,,1,0,,0,1,,0,1,
6471___5f2d16a752c2418c93ac0c37e4be9238.mp4,discusthrow,480,270,328,30,10.93,,0,0,,1,0,,1,0,,1,0,
6493___308db960e0ce49d5b78af7d19f6965f6.mp4,discusthrow,270,480,248,30,8.27,,0,1,,1,0,,0,1,,0,1,
6680___cbb6eef080cb42ab8808008976c4711a.mp4,discusthrow,480,270,484,30,16.13,,0,0,,1,0,,1,0,,1,0,
6695___c2b7edaca98a4fabbd7f6e565d1862d4.mp4,discusthrow,480,270,198,30,6.60,,1,0,,0,1,,0,1,,0,1,
6823___6a13ea29646245efbe11cc44d3d68203.mp4,discusthrow,270,480,203,30,6.77,,1,1,,1,0,,1,0,,1,0,
6955___211364c130ac4cf7bf92bb05134e4f07.mp4,discusthrow,480,270,71,30,2.37,,1,0,,1,0,,1,0,,0,1,
7060___4a7d775107f342c6b3e40fd256bceee8.mp4,discusthrow,480,270,164,30,5.47,,1,0,,1,0,,1,0,,1,0,
7098___349a9606d1334dc2bd766fec1d546010.mp4,discusthrow,480,270,325,30,10.83,,0,0,,0,1,,0,1,,0,1,
7293___833c28174f4449ef9eacdac87583c293.mp4,discusthrow,270,480,253,30,8.43,,0,1,,1,0,,1,0,,1,0,
735___efa53cd6eff0462c92cd13ae78f3663f.mp4,discusthrow,480,270,230,30,7.67,,0,0,,0,1,,0,1,,1,0,
7739___3f9a66228ad84ea2aaa0ddac8da8a3bf.mp4,discusthrow,480,270,140,30,4.67,,1,0,,1,0,,1,0,,1,0,
7827___d8078f117f974b59a794ec9751d68705.mp4,discusthrow,480,270,382,30,12.73,,1,0,,0,1,,1,0,,1,0,
7860___ab020cfda8c74f52892cd38fc4fda532.mp4,discusthrow,270,480,269,30,8.97,,0,1,,1,0,,0,1,,1,0,
7872___28c03441cd9f47dca854454c7569c2da.mp4,discusthrow,480,270,199,30,6.63,,0,0,,1,0,,1,0,,1,0,
8093___1ec7813afa6b40f88af1290ffa591005.mp4,discusthrow,270,480,160,30,5.33,,1,1,,1,0,,1,0,,0,1,
8130___6c31f7850a0145958fc2be7eef556c74.mp4,discusthrow,480,270,277,30,9.23,,0,0,,1,0,,1,0,,0,1,
8175___684f752fb9b143dcae1c4991bf0ea88f.mp4,discusthrow,270,480,252,30,8.40,,0,1,,0,1,,0,1,,0,1,
8268___e4e2233b353d403bbe8e6f462784322f.mp4,discusthrow,480,270,194,30,6.47,,1,0,,0,1,,1,0,,1,0,
830___fa2d41b5ca104749bf8c83f175f37866.mp4,discusthrow,480,270,345,30,11.50,,0,0,,1,0,,1,0,,1,0,
8317___e77a60301bd0495d9bc3ebccd9a546da.mp4,discusthrow,360,480,139,30,4.63,,1,1,,1,0,,0,1,,1,0,
8386___ec48564e264941a69736d984b5356b11.mp4,discusthrow,480,270,204,30,6.80,,0,0,,0,1,,1,0,,1,0,
8490___b94b230e78594f75bb01464b49634abf.mp4,discusthrow,270,480,199,30,6.63,,1,1,,1,0,,1,0,,1,0,
8508___d8a5901e80674ff09e225db6255f7e6e.mp4,discusthrow,480,270,176,30,5.87,,1,0,,1,0,,0,1,,1,0,
8519___21105ddf4b2445bdb93248d763b6cf06.mp4,discusthrow,480,360,79,30,2.63,,1,0,,0,1,,1,0,,0,1,
8554___449f14a775e546edb0e6ca07e8ccbe8a.mp4,discusthrow,480,360,543,30,18.10,,0,0,,1,0,,1,0,,0,1,
8560___35f0e14aed104655b2740e8a5871ddea.mp4,discusthrow,480,270,327,30,10.90,,0,0,,1,0,,1,0,,1,0,
874___47b97ee861fc43b1a849bffebd39a13a.mp4,discusthrow,360,480,161,30,5.37,,1,1,,0,1,,1,0,,0,1,
9003___1cedc5999d4d4bd9888a4d3cce8c95a1.mp4,discusthrow,270,480,199,30,6.63,,1,1,,0,1,,1,0,,1,0,
9170___17e51459a5f34fe4bf367d3c9d04bf97.mp4,discusthrow,480,270,199,30,6.63,,0,0,,1,0,,0,1,,0,1,
9187___ac30a259e0fc4e0298e313aefe58151c.mp4,discusthrow,480,270,198,30,6.60,,1,0,,1,0,,1,0,,1,0,
9187___b5e3badc4db248769686be21f5aeba4e.mp4,discusthrow,270,480,278,30,9.27,,0,1,,1,0,,1,0,,1,0,
9239___9d8a746c191a42818a519af7156a07e1.mp4,discusthrow,480,270,376,30,12.53,,1,0,,1,0,,0,1,,0,1,
9270___1ca20ce5b55e4a45b1b3414b96e94109.mp4,discusthrow,480,270,533,30,17.77,,0,0,,0,1,,1,0,,1,0,
9284___87c8cd376a9e433d97e7950e7957b8e7.mp4,discusthrow,480,270,117,30,3.90,,1,0,,1,0,,0,1,,1,0,
9316___72c8df5f9de44b22a5c4d870312c7cf3.mp4,discusthrow,480,270,216,30,7.20,,0,0,,1,0,,1,0,,1,0,
9383___07e654139dae48ba9813fa66ad49e569.mp4,discusthrow,480,270,143,30,4.77,,0,0,,0,1,,1,0,,0,1,
9405___e83de31c0d64470dbb3045a9767d53ce.mp4,discusthrow,270,480,426,30,14.20,,1,1,,1,0,,1,0,,1,0,
9476___35be0b740e3d4adaad11b71a638730e9.mp4,discusthrow,270,480,92,30,3.07,,1,1,,0,1,,1,0,,1,0,
9507___8318f6ce7b1a4c189b9697703ef5e619.mp4,discusthrow,270,480,616,30,20.53,,0,1,,1,0,,1,0,,1,0,
9580___de8eb1bee7264119a7036afe5289f697.mp4,discusthrow,270,480,240,30,8.00,,0,1,,1,0,,1,0,,1,0,
9658___2f7e38f987d6415f995ffdbecff43b3f.mp4,discusthrow,270,480,125,30,4.17,,1,1,,1,0,,1,0,,1,0,
9747___8759299ffa3348b0a67e5765b2bf760c.mp4,discusthrow,270,480,406,30,13.53,,1,1,,0,1,,1,0,,0,1,
9790___efb701a9dccc4676b48f6786709297c6.mp4,discusthrow,480,270,283,30,9.43,,0,0,,1,0,,0,1,,0,1,
9816___f911af3ba661463eab235750cf6b9bf8.mp4,discusthrow,270,480,265,30,8.83,,0,1,,0,1,,0,1,,0,1,
9854___4c7b187cc683466d80dbb959148f4924.mp4,discusthrow,480,270,404,30,13.47,,1,0,,1,0,,0,1,,1,0,
9931___f1a81243be324aa1b9e8bd9c6c3ea5e3.mp4,discusthrow,480,270,184,30,6.13,,1,0,,1,0,,1,0,,1,0,
10086___803c6157db02490e85c0dba2ff8f4afe.mp4,diving,480,270,485,30,16.17,,1,0,,1,0,,1,0,,0,1,
1010010471___c9a1de002dbe49389eeabbb94ab662a3.mp4,diving,480,270,162,30,5.40,,0,0,,1,0,,1,0,,1,0,
1010020061___d25475077868405fb52bbc9b448484fe.mp4,diving,270,480,173,30,5.77,,0,1,,1,0,,0,1,,1,0,
1010020402___7cbef1394dd74433a4c6e21a3743f58d.mp4,diving,270,480,135,30,4.50,,0,1,,1,0,,1,0,,1,0,
1010020464___44bbed4163744c108640f74b9a67ed13.mp4,diving,270,480,880,28.99904013,30.35,,0,1,,0,1,,1,0,,1,0,
1010020676___f6996bb37bea4d9189a4cc7129fec3a1.mp4,diving,480,270,191,30,6.37,,0,0,,1,0,,0,1,,0,1,
1010021986___c0bdec6f4a9e4c5bb1f4d6d029a4e027.mp4,diving,480,270,127,30,4.23,,0,0,,1,0,,1,0,,1,0,
1010022990___c8bf030f2e6d438289b2a38658fd0ecc.mp4,diving,480,270,178,30,5.93,,0,0,,1,0,,0,1,,1,0,
1010023131___f6bf41117c3a42a0b577c27bdf3028d5.mp4,diving,480,270,128,30,4.27,,0,0,,1,0,,0,1,,1,0,
1010023147___06fb4343e22c4dc6bdddae86c526173e.mp4,diving,270,480,144,30,4.80,,0,1,,1,0,,1,0,,1,0,
1010024233___9c614a6a893e48ddb88561c339188a18.mp4,diving,480,360,860,30,28.67,,0,0,,1,0,,1,0,,0,1,
1010024356___1b6805a57ed945cd9a10d9447fd38b85.mp4,diving,270,480,669,30,22.30,,0,1,,0,1,,1,0,,1,0,
1010025692___578c5443a5f8470f87ed2926ccb46ef1.mp4,diving,480,270,120,30,4.00,,0,0,,1,0,,1,0,,1,0,
1010026586___7d1d57a55e154cea9b369c5c1226ca88.mp4,diving,270,480,134,30,4.47,,0,1,,1,0,,1,0,,0,1,
1010026771___d029992e738141cc8c346eb29f7b6904.mp4,diving,270,480,538,28.99904013,18.55,,0,1,,1,0,,0,1,,1,0,
101002732___1c76645ec0b044caaba96cebb6d727ab.mp4,diving,480,270,648,30,21.60,,0,0,,1,0,,0,1,,1,0,
101003001___f5ac9df8bd7741b5b20624cc1eefa1a7.mp4,diving,360,480,506,24,21.08,,0,1,,1,0,,1,0,,1,0,
1010030282___019a57bcdbf2457b96df219b2c26460f.mp4,diving,360,480,163,30,5.43,,0,1,,1,0,,1,0,,1,0,
1010031981___90c02ba010bb42099c4e9c2c117eef07.mp4,diving,480,270,148,30,4.93,,0,0,,1,0,,1,0,,0,1,
101004052___13691904e7794a648b662ed56a882421.mp4,diving,270,480,658,30,21.93,,0,1,,0,1,,1,0,,1,0,
1010040942___144b98051fc04d988273aa835bc44cd5.mp4,diving,270,480,188,30,6.27,,0,1,,1,0,,0,1,,0,1,
1010041191___e2c122d27ffb4582825dd2c72f524346.mp4,diving,270,480,164,30,5.47,,0,1,,1,0,,0,1,,1,0,
1010041564___158ae37d368b4abbb087491032e81591.mp4,diving,480,270,137,30,4.57,,0,0,,1,0,,0,1,,0,1,
101004206___426d2ed8641a4518992cf2f3deb00e8c.mp4,diving,270,480,565,30,18.83,,0,1,,1,0,,1,0,,0,1,
1010042743___4af61eb060804eb4b599c17af3aed687.mp4,diving,270,480,160,28.99904013,5.52,,0,1,,0,1,,1,0,,0,1,
1010043106___0bc9a35e2f744e3889db5397ef3c4ea4.mp4,diving,270,480,519,30,17.30,,0,1,,1,0,,0,1,,1,0,
1010043606___29c4919ee456482888be0102f0c1c820.mp4,diving,360,480,131,30,4.37,,0,1,,0,1,,1,0,,1,0,
1010044559___c84e6c89fa12480a9381b5144c619835.mp4,diving,270,480,118,28.99904013,4.07,,0,1,,1,0,,0,1,,0,1,
101005311___14f7fa6547db4f7d958330c1cbcba045.mp4,diving,270,480,130,30,4.33,,0,1,,1,0,,1,0,,0,1,
101005784___090f0964961649b98fc3b980b7edb706.mp4,diving,480,270,146,30,4.87,,0,0,,1,0,,0,1,,1,0,
101005856___859d4e3dde784b9c8a83fc2201493885.mp4,diving,480,270,150,30,5.00,,0,0,,1,0,,1,0,,1,0,
101006080___a2acb81bcfeb42e9892afddff9335b3b.mp4,diving,270,480,649,30,21.63,,0,1,,1,0,,0,1,,1,0,
101006459___ade5ff141e6f46869073799fcf7f6c70.mp4,diving,270,480,182,28.99904013,6.28,,0,1,,1,0,,1,0,,1,0,
101006995___e0274864f3ef42358457a280a3d16b11.mp4,diving,360,480,643,30,21.43,,0,1,,0,1,,1,0,,1,0,
101008086___ec3ccebeb3fb4e2198a670da1fa08a43.mp4,diving,480,270,555,30,18.50,,0,0,,1,0,,1,0,,0,1,
10347___9812e48c908642a58325abb99f94617b.mp4,diving,480,270,333,30,11.10,,1,0,,0,1,,1,0,,1,0,
1068___5df1cbe8b6c14662be8bb50dc74e57d2.mp4,diving,480,270,432,30,14.40,,0,0,,1,0,,1,0,,0,1,
1081___4bd0e06c6fd44ca4887bd2e1d50158c0.mp4,diving,270,480,205,30,6.83,,1,1,,1,0,,1,0,,1,0,
10912___c294733828fe472fb99a9ac5fd28390f.mp4,diving,480,270,154,30,5.13,,0,0,,0,1,,0,1,,1,0,
10956___d92503b53d81466b82ff8e70677693e5.mp4,diving,480,270,163,30,5.43,,1,0,,1,0,,1,0,,1,0,
10964___819f60de6a9d4ef5aadea0cb9f0ca084.mp4,diving,360,480,111,30,3.70,,1,1,,0,1,,0,1,,0,1,
1104___8c2a5e69728e4188b4d35703f10563f4.mp4,diving,270,480,272,30,9.07,,1,1,,1,0,,1,0,,1,0,
11073___a5796940b5f84be5b3b27362ad5eb4d4.mp4,diving,480,270,323,30,10.77,,1,0,,1,0,,0,1,,1,0,
1184___2f8527610a274a17ba4291871cbf7b95.mp4,diving,270,480,206,30,6.87,,1,1,,1,0,,1,0,,1,0,
1202___e3a845a54a654a578d0a5d433f476b96.mp4,diving,270,480,802,30,26.73,,1,1,,0,1,,1,0,,0,1,
1228___7c53c665c36a4c4c90572fafc19ccbe5.mp4,diving,480,270,295,30,9.83,,1,0,,1,0,,1,0,,1,0,
1842___955cfe20331c4265aba2e3ab1cdad0c8.mp4,diving,270,480,347,30,11.57,,0,1,,1,0,,1,0,,0,1,
1875___3a97aca3a3594b8384391c40e6b9cf01.mp4,diving,480,270,155,30,5.17,,1,0,,0,1,,1,0,,1,0,
1900___4b422206c0f9497682bd8f65d128619e.mp4,diving,270,480,310,30,10.33,,1,1,,1,0,,0,1,,1,0,
